"type","name","",""
"antigen","A/Bari/11/2016|2016-01-26|SIAT3/SIAT2","-0.495819186389605","-0.354824404782206"
"antigen","A/Bolzano/7/2016|2016-03-15|SIAT3/SIAT2","-0.969062625880544","0.164317133194512"
"antigen","A/Bolzano/9/2016|2016-03-27|SIAT3/SIAT2","-1.03901226126018","-0.667803347433165"
"antigen","A/Bratislava/184/2016|2016-02-22|MDCKx/SIAT1","0.480839371819767","0.373271888007818"
"antigen","A/Czech Republic/122/2016|2016-03-21|C2/SIAT1","0.0554018334238729","-1.50255777088335"
"antigen","A/Friuli-Venezia Giulia/10/2016|2016-02-25|SIAT1/SIAT2","-1.03901225248565","-0.667803369527126"
"antigen","A/Friuli-Venezia Giulia/14/2016|2016-03-01|SIAT1/SIAT2","-1.03901224136748","-0.667803376973092"
"antigen","A/Georgia/532/2015|2015-03-09|SIAT1/SIAT3","0.624360081148666","0.754923700119232"
"antigen","A/Hong Kong/146/2013|2013-01-11|E6","1.19993927022707","3.35990559881431"
"antigen","A/Hong Kong/4801/2014|2014-02-26|E6/E2","0.479294789126003","0.825138926818946"
"antigen","A/Hong Kong/4801/2014|2014-02-26|MDCK4/MDCK1/SIAT1","0.333852519550347","0.614915473061399"
"antigen","A/Hong Kong/5738/2014|2014-04-30|MDCK1/MDCK2/SIAT2","0.153286005513252","0.555566365918417"
"antigen","A/Iceland/59/2016|2016-05-08|MDCK1/SIAT1","0.391017995596653","-0.685136931267678"
"antigen","A/Milano/23/2016|2016-02-01|MDCK1/SIAT2","-0.846507742707574","-0.860044690433751"
"antigen","A/Netherlands/525/2014|2014-12-17|SIAT2/SIAT4","1.37266661580922","3.03013066535646"
"antigen","A/Odessa/695/2016|2016-02-13|SIAT2/SIAT2","0.074788739743361","0.0493396404827416"
"antigen","A/Odessa/700/2016|2016-02-07|SIAT2/SIAT2","0.296642318993786","0.277990738375672"
"antigen","A/Padova/17/2016|2016-02-15|SIAT3/SIAT2","-0.784426675113089","-0.247752791664464"
"antigen","A/Palermo/1/2016|2016-02-01|SIAT3/SIAT2","-0.789116866018243","0.259923202193043"
"antigen","A/Palermo/6/2016|2016-02-22|SIAT2/SIAT2","-0.887857980885361","-0.297251430043918"
"antigen","A/Parma/38/2016|2016-02-23|MDCK2/SIAT1","-0.180029053483034","0.120239375056765"
"antigen","A/Perugia/23/2016|2016-03-23|SIAT3/SIAT2","-0.603459121196137","0.262126263764497"
"antigen","A/Roma/12/2016|2016-02-15|SIAT2/SIAT2","-0.270756150003121","-0.611967540149227"
"antigen","A/Samara/73/2013|2013-03-12|C1/SIAT3","0.474340103359765","2.69523737362637"
"antigen","A/Slovenia/1070/2016|2016-03-01|MDCK1/SIAT2","0.00620346451675375","-0.67001689295652"
"antigen","A/Slovenia/1172/2016|2016-03-09|MDCK1/SIAT2","-0.0752179916829435","0.93683339002968"
"antigen","A/Slovenia/1307/2016|2016-03-21|MDCK1/SIAT1","-0.0273961210720726","0.332448724022763"
"antigen","A/Slovenia/852/2016|2016-02-18|MDCK1/SIAT2","-0.0759437638529526","-0.00304822330296982"
"antigen","A/Slovenia/920/2016|2016-02-19|MDCK1/SIAT2","-0.274554168272357","-0.723214997552208"
"antigen","A/Slovenia/972/2016|2016-02-24|MDCK1/SIAT2","0.49730135238733","-1.27981194432437"
"antigen","A/St. Petersburg/210/2016|2016-02-06|MDCK1/SIAT1","-0.84225716322181","-1.25732059645143"
"antigen","A/Stockholm/6/2014|2014-02-06|E4/E1","-0.961855017922005","3.59023607567163"
"antigen","A/Stockholm/6/2014|2014-02-06|SIAT1/SIAT2","-0.780724721182934","1.83453751978945"
"antigen","A/Switzerland/9715293/2013|2013-12-06|E4/E1","-0.0594349508822691","2.78117328728381"
"antigen","A/Switzerland/9715293/2013|2013-12-06|SIAT1/SIAT2","-1.94491511119871","1.37518506396451"
"antigen","A/Texas/50/2012|2012-04-15|E5/E2","0.959549815532645","3.73119815301442"
"antigen","A/Cote D'Ivoire/544/2016|2016-04-06|P1/SIAT1","-2.67673624649615","-0.303849838499466"
"antigen","A/Cote D'Ivoire/595/2016|2016-04-15|P1/SIAT1","-1.03901226711416","-0.66780335435307"
"antigen","A/Cote D'Ivoire/599/2016|2016-04-15|P1/SIAT1","-0.425858852832496","-0.57374981928274"
"antigen","A/Cote D'Ivoire/651/2016|2016-04-25|P2/SIAT1","-1.7491561495187","-0.623906357320324"
"antigen","A/Cote D'Ivoire/695/2016|2016-05-06|P1/SIAT1","-1.54676812981159","-0.506102936262694"
"antigen","A/Finland/586/2016|2016-02-15|SIAT1/SIAT1","-1.7213275073554","1.25801470426735"
"antigen","A/Istanbul/1946182/2016|2016-03-03|MDCK1/SIAT1","-2.742045568138","1.23240550325152"
"antigen","A/Kazakhstan/4766/2016|2016-02-29|SIAT1","-1.57800214480489","0.913974862256981"
"antigen","A/Slovenia/486/2016|2016-02-01|MDCK1/SIAT2","-0.297801362060975","0.220449265031818"
"antigen","A/South Africa/R3026/2016|2016-05-26|MDCK1/SIAT1","-0.257128574290227","-1.44249204836086"
"antigen","A/South Africa/R3142/2016|2016-05-30|MDCK1/SIAT1","-0.147217205095901","-0.0805185542222483"
"antigen","A/South Africa/R3328/2016|2016-06-02|MDCK1/SIAT1","-0.726930111746127","-0.164946669038193"
"antigen","A/South Africa/VW0036/2016|2016-06-04|MDCK1/SIAT1","-1.18698818360263","-0.823834110716972"
"antigen","A/Stockholm/24/2016|2016-02-22|MDCK3/SIAT1","-1.17844322391485","0.194631730554716"
"antigen","A/Stockholm/25/2016|2016-02-24|MDCK2/SIAT1","-1.43181984589167","-1.93786361297082"
"antigen","A/Stockholm/28/2016|2016-03-10|MDCK2/SIAT1","-1.49397926938137","-0.795055295530897"
"antigen","A/Ukraine/7030/2016|2016-01-04|P2/MDCK1","-0.222235801970547","-0.422336698589228"
"sera","A/Georgia/532/2015|SIAT|F33/15","1.43715597329576","1.75674133262008"
"sera","A/Hong Kong/146/2013|Egg|F10/15","2.77058848571448","3.32413467898256"
"sera","A/Hong Kong/4801/2014|Egg|F12/15","0.184283065112069","1.44904594196738"
"sera","A/Hong Kong/4801/2014|MDCK|F43/15","0.622007042444126","2.08406839767407"
"sera","A/Hong Kong/5738/2014|MDCK|F30/14","0.00181389530556205","1.48046840795462"
"sera","A/Netherlands/525/2014|SIAT|F23/15","2.79423477646625","4.82436714053958"
"sera","A/Samara/73/2013|SIAT|F35/15","1.77582045026273","4.33228542656157"
"sera","A/Stockholm/6/2014|Egg|F20/14","0.0310623930316823","3.19639191485935"
"sera","A/Stockholm/6/2014|SIAT|F14/14","-0.777311429958361","1.6062053203077"
"sera","A/Switzerland/9715293/2013|Egg|F32/14","0.198660073240416","4.53882291388465"
"sera","A/Switzerland/9715293/2013|SIAT|F18/15","-0.793628094978569","2.50653618017961"
"sera","A/Texas/50/2012|Egg|F36/12","1.96308652147595","5.2300964404354"
