"type","name","",""
"antigen","A/Aichi/218/2019|2019-04-02|MDCK2+SIAT2/SIAT1","0.77114525238269","-1.43718225912254"
"antigen","A/Bucuresti/256299/2020|2020-01-13|MDCK1/SIAT1","1.09623054360715","-2.24169339318291"
"antigen","A/Czech Republic/101/2020|2020-01-13|P1/SIAT1","0.974542595012243","-1.92792078711433"
"antigen","A/Czech Republic/1691/2019|2019-12-05|P3/SIAT1","0.870187182915669","-2.6553121427698"
"antigen","A/Czech Republic/38/2020|2020-01-07|P2/SIAT1","0.97454259286058","-1.92792078871539"
"antigen","A/Czech Republic/87/2020|2020-01-10|P1/SIAT1","0.974542595759455","-1.92792078813285"
"antigen","A/Delaware/41/2019|2019-03-06|SIAT2/SIAT1","-1.37364903667947","1.25369993641031"
"antigen","A/England/538/2018|2018-02-26|MDCK1/SIAT4","1.08411206381107","-1.51185657776793"
"antigen","A/Hong Kong/2669/2019|2019-06-18|MDCK1/SIAT5","-0.385211365376275","1.66551411801833"
"antigen","A/Hong Kong/2671/2019|2019-06-17|E8/E1","1.22596921917097","1.529375987696"
"antigen","A/Hong Kong/5738/2014|2014-04-30|MDCK1/MDCK3/SIAT2","-0.686466709272914","-0.295347836348098"
"antigen","A/Jilin-Dongchang/1574/2019|2019-12-09|C1/SIAT1/SIAT1","-1.15814725810402","3.08767875800272"
"antigen","A/Kanagawa/ZC1907/2019|2019-11-01|SIAT2/SIAT1","-1.04284763910833","1.66408420760979"
"antigen","A/Kansas/14/2017|2017-12-14|SIAT3/SIAT2","1.13576854306464","-0.950206990469904"
"antigen","A/Lithuania/MB170/2019|2019-12-31|SIAT1/SIAT1","1.09623054291009","-2.24169339372091"
"antigen","A/Lithuania/MB398/2020|2020-01-05|SIAT1/SIAT1","1.09623058456981","-2.24169336954491"
"antigen","A/Lithuania/MB42384/2019|2019-12-24|SIAT2/SIAT1","0.657245122873071","-2.07534192341509"
"antigen","A/Norway/108/2020|2020-01-06|SIAT1/SIAT1","0.819026023014537","-1.66469494924773"
"antigen","A/Norway/47/2020|2020-01-03|SIAT1/SIAT1","0.36715397441939","-1.74367799135216"
"antigen","A/Palermo/02/2020|2020-01-02|SIAT2/SIAT1","-1.692089300649","1.69443693168375"
"antigen","A/Palermo/36/2019|2019-12-11|SIAT2/SIAT1","-0.850371238636437","1.28138237446318"
"antigen","A/Parma/391/2019|2019-12-27|SIAT1/SIAT1","0.651496950345565","-1.62366693551925"
"antigen","A/Poland/1521/2020|2020-01-05|SIAT1","0.58436148335358","-2.10936151487352"
"antigen","A/Poland/605/2019|2019-12-10|SIAT1","1.12989431627305","-2.79399399219888"
"antigen","A/Shanghai-Jiading/1977/2019|2019-12-03|C1/SIAT1/SIAT1","-1.61256683606704","0.985900705100263"
"antigen","A/Singapore/INFIMH-16-0019/2016|2016-04-14|E5/E2","-0.679954797138095","0.835295745567868"
"antigen","A/South Australia/34/2019|2019-02-06|E6/E1","-2.08827843900428","0.492677017083931"
"antigen","A/Tianjin-Nankai/3210/2019|2019-11-24|C2/SIAT1/SIAT1","-1.41667936757337","3.5956874116268"
"antigen","NYMC X-327 (A/Kansas/14/17)|2017-12-14|Ex/E1","1.77048823777607","-0.483913514475956"
"antigen","A/Bobruisk/1468/2019|2019-03-06|MDCK2/SIAT1","-2.43080971910076","-2.26170114416429"
"antigen","A/Bratislava/328/2019|2019-02-20|MDCKx/SIAT1","-2.98948752289387","-2.24186106609094"
"antigen","A/Bratislava/446/2019|2019-03-08|MDCKx/SIAT1","-2.48785701146304","-1.6061426663541"
"antigen","A/Bretagne/1413/2017|2017-10-09|MDCK1/SIAT4","-0.435839664675062","0.927091590566942"
"antigen","A/England/538/2018|2018-02-26|MDCK1/SIAT3","0.716533440072202","-1.3829288342708"
"antigen","A/Galanta/473/2019|2019-03-12|MDCKx/SIAT1","-3.21999948114899","-1.49623277736535"
"antigen","A/Hong Kong/5738/2014|2014-04-30|MDCK1/MDCK2/SIAT1","-0.439735401170039","0.160420607383054"
"antigen","A/Komarno/58/2018|2018-12-28|MDCK1/SIAT1","-2.77170150782806","-1.97081884436633"
"antigen","A/Kosovo/1130/2019|2019-03-29|SIAT1","0.509967078780793","-1.16125257837898"
"antigen","A/Kosovo/1188/2019|2019-04-08|SIAT1","0.367741216913573","-1.0757249717824"
"antigen","A/Macedonia/1283/2019|2019-03-11|SIAT1","-2.81582082580035","-0.912930399554043"
"antigen","A/Macedonia/1350/2019|2019-03-18|SIAT1","-0.013282356960597","-0.665621088444518"
"antigen","A/Macedonia/1402/2019|2019-03-22|SIAT1","0.469710970249572","-1.36080142278791"
"antigen","A/Macedonia/1462/2019|2019-04-15|SIAT1","0.509967078469859","-1.16125257874662"
"antigen","A/Mauritania/255-2018/2018|2018-12-10|SIAT1","-1.85846638681284","-0.914459064522319"
"antigen","A/Mogilev/1315/2019|2019-03-06|MDCK2/SIAT1","-2.85267268119057","-2.13469831353448"
"antigen","A/Mogilev/1547/2019|2019-03-12|MDCK2/SIAT1","-2.39360564454688","-2.09236636528356"
"antigen","A/Nitra/106/2019|2019-01-24|MDCKx/SIAT1","-2.02760493084609","-0.512555647568334"
"antigen","A/Nove Zamky/81/2019|2019-01-21|MDCK2/SIAT1","-2.64714341816959","-1.39492399211755"
"antigen","A/Orsha/1450/2019|2019-03-05|MDCK2/SIAT1","-2.43080968712801","-2.26170117486746"
"antigen","A/PJovazska Bystrica/177/2019|2019-02-05|MDCKx/SIAT1","-2.29724853604622","-0.891010754825757"
"antigen","A/Prievidza/126/2019|2019-01-29|MDCKx/SIAT1","-2.58335908227664","-1.19840520647893"
"antigen","A/Skalica/339/2019|2019-02-21|MDCKx/SIAT1","-2.58335907987129","-1.19840520418221"
"antigen","A/Switzerland/8060/2017|2017-12-12|E7/E1","-0.352451891000312","1.6493603948892"
"antigen","A/Trencin/74/2019|2019-01-16|MDCK1/SIAT1","-2.40164927580093","-2.78112116281994"
"antigen","A/Trnava/70/2019|2019-01-16|MDCK1/SIAT1","-2.78341813602547","-1.72764004825464"
"antigen","A/Vitebsk/927/2019|2019-02-28|MDCK2/SIAT1","-2.35121787400308","-1.52416079015858"
"antigen","A/Avila/15/2019|2019-01-10|SIAT1/SIAT1","1.03339551668385","-1.02528969038692"
"antigen","A/Avila/3/2019|2019-01-03|SIAT1/SIAT1","1.04938391980842","-1.23548127898657"
"antigen","A/Kansas/14/2017|2017-12-14|E7/E2","0.691140731796818","-2.69459554650787"
"antigen","A/Palencia/20/2019|2019-01-12|SIAT1/SIAT1","0.852660575425512","-0.991275724088945"
"antigen","A/Rabat/352/2019|2019-01-07|MDCK1/SIAT1","-0.550226420371835","-0.454887698254998"
"antigen","A/Soria/11/2019|2019-01-09|SIAT1/SIAT1","-2.8730169811277","-0.256527028032478"
"antigen","A/Stockholm/6/2014|2014-02-06|SIAT1/SIAT3","-0.679947837055037","-0.303652815976669"
"antigen","A/Tetouan/671/2019|2019-01-24|MDCK1/SIAT1","0.0140260532855632","-0.755059581752736"
"antigen","A/Valladolid/13/2019|2019-01-09|SIAT1/SIAT1","1.43170921689287","-1.21929329866294"
"antigen","A/Valladolid/17/2019|2019-01-12|SIAT1/SIAT1","1.6780343168459","-1.1491414945781"
"antigen","A/Valladolid/18/2019|2019-01-12|SIAT1/SIAT1","0.654164504747095","-1.2415487586672"
"antigen","A/Valladolid/2/2019|2019-01-02|SIAT1/SIAT1","1.04938391533983","-1.2354812857386"
"antigen","A/Valladolid/24/2019|2019-01-14|SIAT1/SIAT1","1.87139947117238","-1.15540342312151"
"antigen","A/Valladolid/25/2019|2019-01-14|SIAT1/SIAT1","0.490148594918984","-1.18853286428299"
"antigen","A/Valladolid/26/2019|2019-01-14|SIAT1/SIAT1","0.490148595703421","-1.18853286538533"
"antigen","A/Valladolid/27/2019|2019-01-14|SIAT1/SIAT1","1.04167956892283","-1.21012298344463"
"antigen","A/Valladolid/5/2019|2019-01-04|SIAT1/SIAT1","1.04938391536913","-1.2354812855234"
"antigen","A/Valladolid/560/2018|2018-12-27|SIAT1/SIAT1","1.23985306012544","-0.990531930577391"
"antigen","A/Valladolid/9/2019|2019-01-08|SIAT1/SIAT1","0.74584886554512","-1.00654336531969"
"sera","A/England/538/2018|Egg|F31/18","0.741224392925597","-1.12004756808309"
"sera","A/Hong Kong/2669/2019|SIAT|F04/20","-0.497896677641109","2.20139393886889"
"sera","A/Hong Kong/2671/2019|Egg|F44/19","2.52184529683028","2.43671381746133"
"sera","A/Hong Kong/5738/2014|MDCK|St J F60/17","-1.03223311508613","-0.0675937555400216"
"sera","A/Kansas/14/2017|SIAT|F17/19","0.902255723171479","-1.08643399282161"
"sera","A/La Rioja/2202/2018|SIAT|F26/18","-1.90466688109814","-0.00931538108642898"
"sera","A/Norway/3275/2018|SIAT|F03/19","-3.12669659181614","1.02011166188399"
"sera","A/Singapore/INFIMH-16-0019/2016|Egg|F13/19","-0.730203078678488","-0.0587391055854064"
"sera","A/South Australia/34/2019|Egg|F45/19","-3.40856485388411","-0.0186348232784395"
"sera","NYMC|*|X-327 A/Kansas/14/17 Egg F16/19","2.96851434924008","0.310985260971067"
"sera","A/Bretagne/1413/2017|SIAT|F01/18","0.568687571212446","3.56201523726099"
"sera","A/Singapore/INFIMH-16-0019/2016|Egg|F46/17","-0.231399483488902","1.60523676417374"
"sera","A/Switzerland/8060/2017|Egg|F27/18","-0.421257180736092","2.96017474552032"
"sera","A/Kansas/14/2017|Egg|F11/19","-0.221384416929679","-3.12582893715316"
"sera","A/Stockholm/6/2014|SIAT|F14/14","-1.35099916122982","-0.59783339655032"
