"type","name","",""
"antigen","A/Avila/15/2019|2019-01-10|SIAT1/SIAT1","-1.65806798077003","0.515831121869174"
"antigen","A/Avila/3/2019|2019-01-03|SIAT1/SIAT1","-1.75559790733131","0.315632244537597"
"antigen","A/Bretagne/1413/2017|2017-10-09|MDCK1/SIAT4","0.414682823641988","1.5171060052461"
"antigen","A/England/538/2018|2018-02-26|MDCK1/SIAT3","-1.48864704603322","-0.0139349198128115"
"antigen","A/Hong Kong/5738/2014|2014-04-30|MDCK1/MDCK2/SIAT1","0.52098605277823","0.765639878649857"
"antigen","A/Kansas/14/2017|2017-12-14|E7/E2","-1.87935680213365","-1.19673242018472"
"antigen","A/Palencia/20/2019|2019-01-12|SIAT1/SIAT1","-1.47322372937029","0.434651126919977"
"antigen","A/Rabat/352/2019|2019-01-07|MDCK1/SIAT1","0.0238867508221854","0.356535021541863"
"antigen","A/Singapore/INFIMH-16-0019/2016|2016-04-14|E5/E2","0.102849074549819","1.71499463314822"
"antigen","A/Soria/11/2019|2019-01-09|SIAT1/SIAT1","2.03504819740144","-0.409516528741253"
"antigen","A/Stockholm/6/2014|2014-02-06|SIAT1/SIAT3","-0.0322484182043213","0.660544304700707"
"antigen","A/Switzerland/8060/2017|2017-12-12|E7/E1","0.784684184960432","2.156306029674"
"antigen","A/Tetouan/671/2019|2019-01-24|MDCK1/SIAT1","-0.607459415755194","0.345650498066225"
"antigen","A/Valladolid/13/2019|2019-01-09|SIAT1/SIAT1","-2.08136976364006","0.469621328973053"
"antigen","A/Valladolid/17/2019|2019-01-12|SIAT1/SIAT1","-2.27767738927279","0.66314852024816"
"antigen","A/Valladolid/18/2019|2019-01-12|SIAT1/SIAT1","-1.40649856261645","0.187210459465682"
"antigen","A/Valladolid/2/2019|2019-01-02|SIAT1/SIAT1","-1.75559790265292","0.315632233148373"
"antigen","A/Valladolid/24/2019|2019-01-14|SIAT1/SIAT1","-2.45519707637671","0.722613743578334"
"antigen","A/Valladolid/25/2019|2019-01-14|SIAT1/SIAT1","-1.23698794578704","0.169341231696015"
"antigen","A/Valladolid/26/2019|2019-01-14|SIAT1/SIAT1","-1.23698795019746","0.169341229918755"
"antigen","A/Valladolid/27/2019|2019-01-14|SIAT1/SIAT1","-1.73217765632247","0.346012169546345"
"antigen","A/Valladolid/5/2019|2019-01-04|SIAT1/SIAT1","-1.75559791262876","0.315632262204419"
"antigen","A/Valladolid/560/2018|2018-12-27|SIAT1/SIAT1","-1.83073821365144","0.608467632096498"
"antigen","A/Valladolid/9/2019|2019-01-08|SIAT1/SIAT1","-1.35799283445539","0.355618361735396"
"antigen","A/Beijing-Chaoyang/12841/2018|2018-11-26|MDCK1/SIAT1/SIAT1","0.177046537114039","1.13049652746062"
"antigen","A/Guangxi-Babu/1913/2018|2018-10-29|MDCK2/SIAT1/SIAT1","0.616842286785467","-2.92444262739647"
"antigen","A/Hong Kong/5738/2014|2014-04-30|MDCK1/MDCK2/SIAT2","0.457263305436197","0.73313001914154"
"antigen","A/Kharkiv/444/2018|2018-11-23|SIAT2/SIAT1","1.75406620094716","-1.61872231959954"
"antigen","A/Kharkiv/446/2018|2018-11-23|SIAT2/SIAT1","1.87054318830296","-1.22945131456598"
"antigen","A/Khmelnytskyi/544/2018|2018-12-06|SIAT2/SIAT1","1.07968864189449","-0.781603512068164"
"antigen","A/Khmelnytskyi/545/2018|2018-12-08|SIAT2/SIAT1","0.80793145927801","-0.470629809071298"
"antigen","A/Khmelnytskyi/547/2018|2018-12-16|SIAT2/SIAT1","0.995195390758602","-1.76849587586077"
"antigen","A/Kyiv/463/2018|2018-11-30|SIAT1/SIAT1","0.978639355487514","-2.25399807662969"
"antigen","A/Kyiv/487/2018|2018-12-10|SIAT1/SIAT1","1.89697859393244","-1.83728865845487"
"antigen","A/Kyiv/491/2018|2018-12-13|SIAT2/SIAT1","1.122729718688","-2.75925239856018"
"antigen","A/Kyiv/493/2018|2018-12-14|SIAT1/SIAT1","1.85155096660909","-1.8531336381612"
"antigen","A/Kyiv/510/2018|2018-12-17|SIAT2/SIAT1","0.854119596860233","-1.24875134488811"
"antigen","A/Luxembourg/1177/2019|2019-01-06|SIAT1","1.53544301698898","-1.80463066128987"
"antigen","A/Luxembourg/2293/2019|2019-01-14|SIAT1","0.977056827807848","-0.406248451181498"
"antigen","A/Luxembourg/341/2019|2019-01-03|SIAT1","1.03756898235923","-1.09267518419241"
"antigen","A/Macedonia/723/2019|2019-01-28|SIAT1","0.997003546806542","-1.2624780746453"
"antigen","A/Netherlands/10260/2018|2018-02-15|E5/E1","2.47595988744401","0.7916901367723"
"antigen","A/Oman/5362/2018|2018-10-24|SIAT1","0.972522608590795","-1.18655898741178"
"antigen","A/Oman/5804/2018|2018-11-07|SIAT2","0.72244291278249","-0.289929480812821"
"antigen","A/Oman/5838/2018|2018-11-07|SIAT2","0.807931450784717","-0.470629802358072"
"antigen","A/Oman/6018/2018|2018-11-13|SIAT1","1.05585494285019","-1.5075854827304"
"antigen","A/Oman/6106/2018|2018-11-15|SIAT1","0.866183631878821","-1.18648364979632"
"antigen","A/Abu Dhabi/240/2018|2018-01-01|E6/E1","3.74327809125866","0.713062017947018"
"antigen","A/Bourgogne/074/2019|2019-01-02|SIAT1","-1.82198782818215","-0.984758550129757"
"antigen","A/Centre/013/2019|2019-01-02|SIAT1","1.35825605553575","-1.53429967974385"
"antigen","A/Constanta/239165/2018|2018-12-07|SIAT1/SIAT2","1.75492867064181","-2.8888731025698"
"antigen","A/England/3/2019|2019-01-07|MDCK1/SIAT1","-1.59097136101172","1.36003680143789"
"antigen","A/England/630/2018|2018-11-23|SIAT1/SIAT1","0.694420077177021","0.902294574416783"
"antigen","A/England/646/2018|2018-11-28|SIAT2/SIAT1","2.30181767069662","-2.29430356474577"
"antigen","A/England/754/2018|2018-12-13|MDCK1/SIAT1","-4.25470606888551","2.12784992962537"
"antigen","A/Ghana/758/2018|2018-10-29|SIAT1","0.275767196616466","-1.64485744116918"
"antigen","A/Haute Normandie/085/2019|2019-01-07|SIAT1","-1.97869888198696","-1.34974857369183"
"antigen","A/Hong Kong/2946/2018|2018-11-27|MDCK1/SIAT1","0.178214844811786","-0.92820285708241"
"antigen","A/Iasi/239836/2019|2019-01-09|SIAT1","0.998576286236669","-0.632003137758689"
"antigen","A/Nord Pas de Calais/054/2019|2019-01-07|SIAT1","1.2652572627077","-1.54015210369768"
"antigen","A/Nord Pas de Calais/2726/2018|2018-12-26|SIAT1","0.189233112604324","-1.59714044865274"
"antigen","A/Palermo/327/2018|2018-11-28|SIAT3/SIAT1","0.578123105309588","1.40821361655531"
"antigen","A/Paris/105/2019|2019-01-08|SIAT1","2.27427444724941","-2.53099349972596"
"antigen","A/Parma/174/2018|2018-11-22|SIAT1/SIAT1","1.08943348034108","-1.18964536309155"
"antigen","A/Parma/177/2018|2018-11-20|SIAT2/SIAT2","1.04577658007679","0.0791352253339245"
