"type","name","",""
"antigen","A/Cote D'Ivoire/544/2016|2016-04-06|P1/SIAT1","1.08354309954214","1.16328494591489"
"antigen","A/Cote D'Ivoire/595/2016|2016-04-15|P1/SIAT1","-0.0314392837816249","0.642395420461681"
"antigen","A/Cote D'Ivoire/599/2016|2016-04-15|P1/SIAT1","0.075186046311824","0.349997101791495"
"antigen","A/Cote D'Ivoire/651/2016|2016-04-25|P2/SIAT1","0.0283242571314076","0.959298622277143"
"antigen","A/Cote D'Ivoire/695/2016|2016-05-06|P1/SIAT1","0.0651077945508104","0.745873551541283"
"antigen","A/Finland/586/2016|2016-02-15|SIAT1/SIAT1","0.613161824220011","-0.40785918542822"
"antigen","A/Georgia/532/2015|2015-03-09|SIAT1/SIAT3","-1.29495460567604","-2.023380826811"
"antigen","A/Hong Kong/146/2013|2013-01-11|E6","0.171791312650269","-3.7782653535424"
"antigen","A/Hong Kong/4801/2014|2014-02-26|E6/E2","-1.46359303750646","-1.4221115625614"
"antigen","A/Hong Kong/4801/2014|2014-02-26|MDCK4/MDCK1/SIAT1","-1.52955383120804","-1.57048817303184"
"antigen","A/Hong Kong/5738/2014|2014-04-30|MDCK1/MDCK2/SIAT2","-0.868539132428101","-0.999981118877166"
"antigen","A/Istanbul/1946182/2016|2016-03-03|MDCK1/SIAT1","1.81321357634348","0.0878520175746123"
"antigen","A/Kazakhstan/4766/2016|2016-02-29|SIAT1","0.37607236072011","-0.287589532417751"
"antigen","A/Netherlands/525/2014|2014-12-17|SIAT2/SIAT4","1.80442676089239","-2.90826839880388"
"antigen","A/Samara/73/2013|2013-03-12|C1/SIAT3","0.224042967126829","-3.2251512296388"
"antigen","A/Slovenia/486/2016|2016-02-01|MDCK1/SIAT2","-1.23792816246813","-0.793636587289412"
"antigen","A/South Africa/R3026/2016|2016-05-26|MDCK1/SIAT1","-1.84289352652797","0.655052558765591"
"antigen","A/South Africa/R3142/2016|2016-05-30|MDCK1/SIAT1","-1.3989042560729","-0.606609091165004"
"antigen","A/South Africa/R3328/2016|2016-06-02|MDCK1/SIAT1","-0.723529583263581","-0.018778166618902"
"antigen","A/South Africa/VW0036/2016|2016-06-04|MDCK1/SIAT1","-0.312567301354201","0.832223427910183"
