"type","name","",""
"antigen","A/Aragon/2031/2014|2014-11-07|SIAT1/SIAT1","2.0871110304223","0.381112012707314"
"antigen","A/Aragon/2062/2014|2014-11-27|SIAT1/SIAT1","1.82891238640962","0.685936902046587"
"antigen","A/Belgium/G589/2014|2014-10-22|SIAT1/SIAT1","2.08378532825334","0.499271128646744"
"antigen","A/Belgium/H80/2014|2014-09-29|SIAT1/SIAT1","1.6477804255417","0.531290118157139"
"antigen","A/Extremadura/2061/2014|2014-11-25|SIAT1/SIAT1","1.30048346601858","-1.06323056450256"
"antigen","A/Galicia/2054/2014|2014-11-24|SIAT1/SIAT1","1.68005747756093","0.775863609417736"
"antigen","A/Galicia/2055/2014|2014-11-20|SIAT2/SIAT1","1.35652867479867","0.782784523085798"
"antigen","A/Hong Kong/146/2013|2013-01-11|E6","-0.860767427706479","0.635795952540103"
"antigen","A/Hong Kong/5738/2014|2014-04-30|E5 clone 121","-0.846821670875977","-3.25770182449346"
"antigen","A/Hong Kong/5738/2014|2014-04-30|MDCK1/MDCK3","2.19688676959684","-0.838031283826006"
"antigen","A/La Rioja/2050/2014|2014-11-15|SIAT1/SIAT1","1.6794065561451","0.836233005004282"
"antigen","A/La Rioja/2051/2014|2014-10-29|MDCKx/SIAT1","1.96327546369155","0.392816582565439"
"antigen","A/La Rioja/2053/2014|2014-10-08|SIAT1/SIAT1","1.35652867610891","0.782784517751638"
"antigen","A/Pais Vasco/1979/2014|2014-10-22|SIAT1/SIAT1","1.47669792977768","-0.0299790522656133"
"antigen","A/Perth/16/2009|2009-07-04|E3/E3","0.413056460146273","2.79960491238054"
"antigen","A/Samara/73/2013|2013-03-12|C1/SIAT4","-0.417520962334106","-0.0986292636523859"
"antigen","A/Stockholm/17/2014|2014-07-23|MDCK2/SIAT1","2.62751875069024","0.30623107642153"
"antigen","A/Stockholm/18/2014|2014-08-16|MDCK2/SIAT1","2.61572834736732","-0.151229450740779"
"antigen","A/Stockholm/19/2014|2014-09-07|MDCK1/SIAT1","2.32561677789734","0.344483010330156"
"antigen","A/Stockholm/20/2014|2014-09-28|MDCK1/SIAT1","2.35148975159104","-1.05586788481636"
"antigen","A/Stockholm/22/2014|2014-10-18|MDCK2/SIAT1","2.3691542684871","-0.448031775881586"
"antigen","A/Stockholm/26/2014|2014-11-03|MDCK1/SIAT1","3.51311432842883","0.256402989629452"
"antigen","A/Stockholm/29/2014|2014-11-18|MDCK1/SIAT1","4.20968697391455","-1.00946131749319"
"antigen","A/Stockholm/6/2014|2014-02-06|E4/E1 isolate 2","1.14763010764467","0.547818305150773"
"antigen","A/Stockholm/6/2014|2014-02-06|SIAT1/SIAT3","1.61247296803075","-1.05762141752232"
"antigen","A/Sweden/76/2014|2014-11-02|MDCK1/SIAT1","1.98385391097653","-0.890586891420655"
"antigen","A/Switzerland/9715293/2013|2013-12-06|E4/E1 clone 123","0.913780186697465","0.141284707778627"
"antigen","A/Switzerland/9715293/2013|2013-12-06|SIAT1/SIAT3","1.47476969614812","-1.57999420443783"
"antigen","A/Texas/50/2012|2012-04-15|E5/E2","-0.938521129662418","0.827758987314359"
"antigen","A/Victoria/361/2011|2011-10-24|MDCK2/SIAT5","0.658042574883799","0.280645475678001"
"antigen","A/Hong Kong/4244/2014|2014-02-16|MDCKx/SIAT1","1.36370449804991","-0.565626369219678"
"antigen","A/Hong Kong/6013/2014|2014-06-05|MDCK2/SIAT1","2.57895812051291","-0.631004625312521"
"antigen","A/Hong Kong/6033/2014|2014-06-05|MDCKx/SIAT1","0.776520002673705","-1.45487238745482"
"antigen","A/Hong Kong/6086/2014|2014-06-08|MDCKx/SIAT1","1.07991901989464","-1.5325504626881"
"antigen","A/Hong Kong/6315/2014|2014-06-14|MDCKx/SIAT1","1.29235451059229","-1.57206028868276"
"antigen","A/Hong Kong/6421/2014|2014-06-19|MDCKx/SIAT1","1.28437737705447","-1.73568022946699"
"antigen","A/Hong Kong/6872/2014|2014-07-14|MDCKx/SIAT1","0.799824120234725","-1.43022347779631"
"antigen","A/Hong Kong/6873/2014|2014-07-15|MDCKx/SIAT1","0.748962034519767","-1.33193467658084"
"antigen","A/Hong Kong/7229/2014|2014-07-31|MDCKx/SIAT1","1.20373933860058","-1.52961273484084"
"antigen","A/Hong Kong/7243/2014|2014-08-02|MDCKx/SIAT1","1.05680194428309","-1.69933562036714"
"antigen","A/Hong Kong/7272/2014|2014-08-04|MDCKx/SIAT1","1.19175805628036","-1.98657276349937"
"antigen","A/Hong Kong/7276/2014|2014-08-02|MDCKx/SIAT1","1.07991901656678","-1.53255046524873"
"antigen","A/Hong Kong/7313/2014|2014-08-07|MDCKx/SIAT1","1.50225471879197","-2.25982664569622"
"antigen","A/Hong Kong/7329/2014|2014-08-11|MDCK2/SIAT1","1.07991902747902","-1.53255045694524"
"antigen","A/Hong Kong/7347/2014|2014-08-14|MDCK2/SIAT1","1.72508043901177","-0.215238849846385"
"antigen","A/Hong Kong/7364/2014|2014-08-18|MDCK2/SIAT3","2.78018581157182","-1.62190502707502"
"antigen","A/Norway/3004/2014|2014-10-16|SIAT1","1.26449593451228","-0.61509819049741"
"antigen","A/Norway/466/2014|2014-02-03|SIAT1/SIAT2","1.05680196085909","-1.69933560356482"
"antigen","A/South Africa/4655/2013|2013-06-25|E7 clone 101-60","-2.14064748115174","-2.37397725800511"
"antigen","A/Stockholm/6/2014|2014-02-06|SIAT1/SIAT4","0.419364725946952","-1.30908052305796"
"sera","A/Hong Kong/146/2013|*|F40/13","-1.89305578960832","0.610487725895376"
"sera","A/Hong Kong/5738/2014|*|NIB F53/14","-2.22800901780888","-2.49436259052825"
