"type","name","",""
"antigen","A/England/333/2015|2015-09-04|MDCK2/SIAT1","-4.10536219772055","-1.76576921794667"
"antigen","A/England/334/2015|2015-09-06|MDCK2/SIAT1","-2.98920250975757","-1.28969581780795"
"antigen","A/England/335/2015|2015-09-29|SIAT1/SIAT1","-3.85513756846042","-1.42925681478417"
"antigen","A/Georgia/532/2015|2015-03-09|SIAT2","-1.77164218520304","1.34225646254669"
"antigen","A/Hong Kong/146/2013|2013-01-11|E3/E3","1.11633511978302","0.922716336340839"
"antigen","A/Hong Kong/4801/2014|2014-02-26|E6/E1","-2.13731758469925","1.69420107511994"
"antigen","A/Hong Kong/5738/2014|2014-04-30|MDCK1/MDCK3","-2.11740743977781","-0.239690573093116"
"antigen","A/Hubei-Dongbao/1205/2015|2015-04-09|MDCK4/SIAT2/SIAT1","-2.84452424484234","-1.10958699442562"
"antigen","A/Hunan-Wuling/11088/2015|2015-06-15|MDCK2/SIAT2/SIAT1","-2.0724805746225","-0.0620921054021735"
"antigen","A/Jiangsu-Qingpu/1660/2015|2015-04-29|E4/E1","0.9018084592233","-0.737208957446627"
"antigen","A/Jiangxi-Donghu/1218/2015|2015-02-11|MDCK2/SIAT3/SIAT1","-1.62819530444803","0.156718709350994"
"antigen","A/Jilin-Yanji/1179/2015|2015-03-03|MDCK1/SIAT2/SIAT1","-1.91581974826313","-1.08978384933443"
"antigen","A/Liaoning-Baita/1293/2015|2015-05-06|MDCK2/SIAT2/SIAT1","-3.02601811009558","-0.542362215402992"
"antigen","A/Netherlands/525/2014|2014-12-17|SIAT2/SIAT3","1.55145820530002","2.03432704524137"
"antigen","A/Samara/73/2013|2013-03-12|C1/SIAT3","0.361562113188723","0.713618524102896"
"antigen","A/Serbia/361/2015|2015-01-19|C2/SIAT2","-2.67163113841963","-0.108907599178162"
"antigen","A/Stockholm/6/2014|2014-02-06|E4/E1","0.663038380346095","-1.59164318621833"
"antigen","A/Stockholm/6/2014|2014-02-06|SIAT1/SIAT3","-1.51355383284563","-0.82146002323143"
"antigen","A/Switzerland/9715293/2013|2013-12-06|E4/E1","0.265159402138727","-1.25190559091591"
"antigen","A/Switzerland/9715293/2013|2013-12-06|SIAT1/SIAT2","-1.93026123594321","-1.07269469673274"
"antigen","A/Texas/50/2012|2012-04-15|E5/E2","1.6226268047556","0.647468689155908"
"sera","A/Georgia/532/2015|SIAT|F33/15","-0.959013217177623","2.52843519416317"
"sera","A/Hong Kong/146/2013|Egg|F10/15","0.622911303600151","1.03237171720448"
"sera","A/Hong Kong/4801/2014|Egg|F12/15","-1.03463314113274","1.5852564036059"
"sera","A/Hong Kong/5738/2014|MDCK|F30/14","-0.30723411979588","0.700812836981152"
"sera","A/Netherlands/525/2014|SIAT|F23/15","1.37634642531371","1.62245676715715"
"sera","A/Samara/73/2013|SIAT|F24/13","0.0375958559255268","1.33570964596494"
"sera","A/Stockholm/6/2014|Egg|F20/14","0.987385419955753","-0.235074438686647"
"sera","A/Stockholm/6/2014|SIAT|F14/14","-0.826289302016316","-0.0909131356529458"
"sera","A/Switzerland/9715293/2013|Egg|F32/14","1.66982800610348","-0.614777769977306"
"sera","A/Switzerland/9715293/2013|SIAT|NIBF13/14","-0.301881551064975","-0.186532887290669"
"sera","A/Texas/50/2012|Egg|F36/12","2.93880774312866","0.808286453760129"
