"type","name","",""
"antigen","A/Bretagne/1413/2017|2017-10-09|MDCK1/SIAT4","1.43703877978445","0.315691452283674"
"antigen","A/Christchurch/516/2019|2019-04-03|E3/E1","2.47150134571926","-1.11100672319676"
"antigen","A/England/538/2018|2018-02-26|MDCK1/SIAT4","-0.712385687665521","3.74886257114157"
"antigen","A/Hong Kong/5738/2014|2014-04-30|MDCK1/MDCK2/SIAT1","0.103573296642681","-0.302579697334622"
"antigen","A/Kansas/14/2017|2017-12-14|SIAT3/SIAT2","0.0979493330041728","3.00798332398219"
"antigen","A/Newcastle/82/2018|2018-12-23|E4/E1","0.977120484821174","-1.5889495580187"
"antigen","A/Qatar/10-VI-19-0048252/2019|2019-08-21|SIAT1","-0.457923406371714","-2.64886215062469"
"antigen","A/Qatar/10-VI-19-0048255/2019|2019-08-21|SIAT1","0.016639138981168","-1.96257993117667"
"antigen","A/Qatar/10-VI-19-0048317/2019|2019-08-22|SIAT1","-0.058186083100844","-2.19531703265882"
"antigen","A/Qatar/10-VI-19-0048332/2019|2019-08-22|SIAT1","-0.154808895773565","-2.28957115693762"
"antigen","A/Qatar/10-VI-19-0048393/2019|2019-08-22|SIAT1","-0.239597349600739","-1.93909114114182"
"antigen","A/Qatar/10-VI-19-0049653/2019|2019-08-29|SIAT1","0.416657110812552","-0.952997545522461"
"antigen","A/Qatar/13-VI-19-0046447/2019|2019-08-08|SIAT1","-0.34952174057118","-1.99247121929264"
"antigen","A/Qatar/16-VI-19-0048499/2019|2019-08-22|SIAT1","0.307576896024493","-1.95661878499033"
"antigen","A/Qatar/16-VI-19-0048823/2019|2019-08-25|SIAT1","0.0269065485873485","-1.34453808383553"
"antigen","A/Qatar/16-VI-19-0049409/2019|2019-08-27|SIAT1","-0.548956660649467","-1.20583469187033"
"antigen","A/Singapore/INFIMH-16-0019/2016|2016-04-14|E5/E2","0.0643990928242562","-1.03228208829886"
"antigen","A/South Australia/34/2019|2019-02-06|E6/E1","1.95853297509819","-0.805423347156782"
"antigen","A/Switzerland/8060/2017|2017-12-12|E7/E1","2.39759126936474","0.480958287495156"
"antigen","IVR-197 (A/South Australia/34/2019)|2019-02-06|E5/D8/E1","2.34595763695002","-0.797845404174662"
"antigen","NYMC X-327 (A/Kansas/14/17)|2017-12-14|Ex/E1","-1.94230107659683","2.51201395530787"
"antigen","A/Hong Kong/2669/2019|2019-06-18|MDCK1/SIAT5","-0.198865202999373","-0.849854334446045"
"antigen","A/Hong Kong/2671/2019|2019-06-17|E8/E1","-1.35096156910144","0.288914368630106"
"antigen","A/Hong Kong/5738/2014|2014-04-30|MDCK1/MDCK3/SIAT2","1.00762701557019","0.274887437863994"
"antigen","A/Lithuania/MB42123/2019|2019-12-20|SIAT1/SIAT1","0.535445310095744","3.08189071547281"
"antigen","A/Netherlands/01624/2019|2019-11-27|hCK1/SIAT1","0.535445312318128","3.08189071436373"
"antigen","A/Netherlands/01672/2019|2019-12-04|hCK1/SIAT1","-0.0825296890940315","3.4160119158967"
"antigen","A/Netherlands/10267/2019|2019-12-02|MDCK-MIX2/SIAT1","0.578210159027818","2.0933148154121"
"antigen","A/Netherlands/10268/2019|2019-12-10|MDCK-MIX3/SIAT1","0.483367150430157","1.88376249947511"
"antigen","A/Netherlands/10273/2019|2019-12-16|MDCK-MIX2/SIAT1","0.244476034431006","1.22667079052261"
"antigen","A/Netherlands/10279/2019|2019-12-20|MDCK-MIX2/SIAT1","0.67466525254239","1.99679298975985"
"antigen","A/Bangladesh/4005/2020|2020-10-04|SIAT2","-0.213218900581543","0.21812599749669"
"antigen","A/Cambodia/e0826360/2020|2020-07-16|E5/E2","-1.61038157323727","-1.06470220103199"
"antigen","A/Denmark/3264/2019|2019-10-25|SIAT5","0.616086686508346","-0.0416939720321274"
"antigen","A/England/538/2018|2018-02-26|MDCK1/SIAT3","1.01387719007379","2.70678663770329"
"antigen","A/Hong Kong/2671/2019|2019-06-17|E8/E3","-1.35727171890988","0.473942334907651"
"antigen","A/Hong Kong/2671/2019|2019-06-17|MDCK1/SIAT4","0.712855497216224","-0.243581556634737"
"antigen","A/Hong Kong/5738/2014|2014-04-30|MDCK1/MDCK2/SIAT2","1.26064045330954","1.04305247712538"
"antigen","A/Norway/10230/2021|2021-04-14|SIAT1","-0.685163185330291","-0.329940714935113"
"antigen","A/Singapore/INFIMH-16-0019/2016|2016-04-14|E5/E3","2.71653601135904","0.0945199063548618"
"sera","A/Bretagne/1413/2017|SIAT|F01/18","3.45475473631789","0.273278742281379"
"sera","A/England/538/2018|Egg|F31/18","-0.326004608983499","2.62931834362588"
"sera","A/Hong Kong/5738/2014|MDCK|St J F60/17","1.55274512548767","-0.0143689377142412"
"sera","A/Kansas/14/2017|SIAT|F17/19","-0.197397355558727","2.42413106434901"
"sera","A/La Rioja/2202/2018|SIAT|F26/18","0.700204121990285","-0.381836520175854"
"sera","A/Norway/3275/2018|SIAT|F03/19","2.05678109706685","-1.44295213277877"
"sera","A/Singapore/INFIMH-16-0019/2016|Egg|F13/19","0.908253538711591","0.293149639080631"
"sera","A/Switzerland/8060/2017|Egg|F27/18","3.86583383959895","0.880890698196449"
"sera","IVR-197 A/South|*|Australia/34/2019 Egg F39/19","4.41995202501135","-1.08041657055511"
"sera","NYMC|*|X-327 A/Kansas/14/17 Egg F16/19","-1.51966127274338","2.38197462727516"
"sera","A/Hong Kong/2669/2019|SIAT|F04/20","-1.62578496658627","-0.969845731308034"
"sera","A/Hong Kong/2671/2019|Egg|F44/19","-2.93901086848232","0.158060504499832"
"sera","A/South Australia/34/2019|Egg|F45/19","3.29764913783006","-1.48900254145866"
"sera","A/Bangladesh/4005/2020|SIAT|F07/21","-0.509671036692746","-1.30074645575144"
"sera","A/Cambodia/e0826360/2020|Egg|F10/21","-1.98557206436932","-1.48597214874898"
"sera","A/Denmark/3264/2019|SIAT|F19/20","-0.0658609425241258","-0.665131781670091"
"sera","A/Hong Kong/2671/2019|Cell|St J F21/20","0.818998591813485","-1.54251734782338"
